# Posterior Distribution calculation	# Posterior Distribution calculation
# Model: one Lorentz	# Model: one Lorentz
# Configuration file: input_oneLorentz.dat	# Configuration file: input_oneLorentz_histo.dat
# Sigma: 0.5 to 1.5, step 0.02	# Sigma: 0.5 to 1.5, step 0.02
# Mu: -0.5 to 0.5, step 0.02	# Mu: -0.5 to 0.5, step 0.02
# Data file: LD_sample_2.dat	# Data file: LD_sample_2_histo.dat
# Data row: 4 to 1003	# Data row: 7 to 207
# sigma_list[0] = 0.5	# sigma_list[0] = 0.5
# sigma_list[1] = 0.52	# sigma_list[1] = 0.52
# sigma_list[2] = 0.54	# sigma_list[2] = 0.54
# sigma_list[3] = 0.56	# sigma_list[3] = 0.56
# sigma_list[4] = 0.58	# sigma_list[4] = 0.58
# sigma_list[5] = 0.6	# sigma_list[5] = 0.6
# sigma_list[6] = 0.62	# sigma_list[6] = 0.62
# sigma_list[7] = 0.64	# sigma_list[7] = 0.64
# sigma_list[8] = 0.66	# sigma_list[8] = 0.66
# sigma_list[9] = 0.68	# sigma_list[9] = 0.68
# sigma_list[10] = 0.7	# sigma_list[10] = 0.7
# sigma_list[11] = 0.72	# sigma_list[11] = 0.72
# sigma_list[12] = 0.74	# sigma_list[12] = 0.74
# sigma_list[13] = 0.76	# sigma_list[13] = 0.76
# sigma_list[14] = 0.78	# sigma_list[14] = 0.78
# sigma_list[15] = 0.8	# sigma_list[15] = 0.8
# sigma_list[16] = 0.82	# sigma_list[16] = 0.82
# sigma_list[17] = 0.84	# sigma_list[17] = 0.84
# sigma_list[18] = 0.86	# sigma_list[18] = 0.86
# sigma_list[19] = 0.88	# sigma_list[19] = 0.88
# sigma_list[20] = 0.9	# sigma_list[20] = 0.9
# sigma_list[21] = 0.92	# sigma_list[21] = 0.92
# sigma_list[22] = 0.94	# sigma_list[22] = 0.94
# sigma_list[23] = 0.96	# sigma_list[23] = 0.96
# sigma_list[24] = 0.98	# sigma_list[24] = 0.98
# sigma_list[25] = 1	# sigma_list[25] = 1
# sigma_list[26] = 1.02	# sigma_list[26] = 1.02
# sigma_list[27] = 1.04	# sigma_list[27] = 1.04
# sigma_list[28] = 1.06	# sigma_list[28] = 1.06
# sigma_list[29] = 1.08	# sigma_list[29] = 1.08
# sigma_list[30] = 1.1	# sigma_list[30] = 1.1
# sigma_list[31] = 1.12	# sigma_list[31] = 1.12
# sigma_list[32] = 1.14	# sigma_list[32] = 1.14
# sigma_list[33] = 1.16	# sigma_list[33] = 1.16
# sigma_list[34] = 1.18	# sigma_list[34] = 1.18
# sigma_list[35] = 1.2	# sigma_list[35] = 1.2
# sigma_list[36] = 1.22	# sigma_list[36] = 1.22
# sigma_list[37] = 1.24	# sigma_list[37] = 1.24
# sigma_list[38] = 1.26	# sigma_list[38] = 1.26
# sigma_list[39] = 1.28	# sigma_list[39] = 1.28
# sigma_list[40] = 1.3	# sigma_list[40] = 1.3
# sigma_list[41] = 1.32	# sigma_list[41] = 1.32
# sigma_list[42] = 1.34	# sigma_list[42] = 1.34
# sigma_list[43] = 1.36	# sigma_list[43] = 1.36
# sigma_list[44] = 1.38	# sigma_list[44] = 1.38
# sigma_list[45] = 1.4	# sigma_list[45] = 1.4
# sigma_list[46] = 1.42	# sigma_list[46] = 1.42
# sigma_list[47] = 1.44	# sigma_list[47] = 1.44
# sigma_list[48] = 1.46	# sigma_list[48] = 1.46
# sigma_list[49] = 1.48	# sigma_list[49] = 1.48
# sigma_list[50] = 1.5	# sigma_list[50] = 1.5
# mu_list[0] = -0.5	# mu_list[0] = -0.5
# mu_list[1] = -0.48	# mu_list[1] = -0.48
# mu_list[2] = -0.46	# mu_list[2] = -0.46
# mu_list[3] = -0.44	# mu_list[3] = -0.44
# mu_list[4] = -0.42	# mu_list[4] = -0.42
# mu_list[5] = -0.4	# mu_list[5] = -0.4
# mu_list[6] = -0.38	# mu_list[6] = -0.38
# mu_list[7] = -0.36	# mu_list[7] = -0.36
# mu_list[8] = -0.34	# mu_list[8] = -0.34
# mu_list[9] = -0.32	# mu_list[9] = -0.32
# mu_list[10] = -0.3	# mu_list[10] = -0.3
# mu_list[11] = -0.28	# mu_list[11] = -0.28
# mu_list[12] = -0.26	# mu_list[12] = -0.26
# mu_list[13] = -0.24	# mu_list[13] = -0.24
# mu_list[14] = -0.22	# mu_list[14] = -0.22
# mu_list[15] = -0.2	# mu_list[15] = -0.2
# mu_list[16] = -0.18	# mu_list[16] = -0.18
# mu_list[17] = -0.16	# mu_list[17] = -0.16
# mu_list[18] = -0.14	# mu_list[18] = -0.14
# mu_list[19] = -0.12	# mu_list[19] = -0.12
# mu_list[20] = -0.1	# mu_list[20] = -0.1
# mu_list[21] = -0.08	# mu_list[21] = -0.08
# mu_list[22] = -0.06	# mu_list[22] = -0.06
# mu_list[23] = -0.04	# mu_list[23] = -0.04
# mu_list[24] = -0.02	# mu_list[24] = -0.02
# mu_list[25] = 0	# mu_list[25] = 0
# mu_list[26] = 0.02	# mu_list[26] = 0.02
# mu_list[27] = 0.04	# mu_list[27] = 0.04
# mu_list[28] = 0.06	# mu_list[28] = 0.06
# mu_list[29] = 0.08	# mu_list[29] = 0.08
# mu_list[30] = 0.1	# mu_list[30] = 0.1
# mu_list[31] = 0.12	# mu_list[31] = 0.12
# mu_list[32] = 0.14	# mu_list[32] = 0.14
# mu_list[33] = 0.16	# mu_list[33] = 0.16
# mu_list[34] = 0.18	# mu_list[34] = 0.18
# mu_list[35] = 0.2	# mu_list[35] = 0.2
# mu_list[36] = 0.22	# mu_list[36] = 0.22
# mu_list[37] = 0.24	# mu_list[37] = 0.24
# mu_list[38] = 0.26	# mu_list[38] = 0.26
# mu_list[39] = 0.28	# mu_list[39] = 0.28
# mu_list[40] = 0.3	# mu_list[40] = 0.3
# mu_list[41] = 0.32	# mu_list[41] = 0.32
# mu_list[42] = 0.34	# mu_list[42] = 0.34
# mu_list[43] = 0.36	# mu_list[43] = 0.36
# mu_list[44] = 0.38	# mu_list[44] = 0.38
# mu_list[45] = 0.4	# mu_list[45] = 0.4
# mu_list[46] = 0.42	# mu_list[46] = 0.42
# mu_list[47] = 0.44	# mu_list[47] = 0.44
# mu_list[48] = 0.46	# mu_list[48] = 0.46
# mu_list[49] = 0.48	# mu_list[49] = 0.48
# mu_list[50] = 0.5	# mu_list[50] = 0.5
# Free energy: 2585.7	# Free energy: 2585.6
# sigma mu posterior_distribution	# sigma mu posterior_distribution
0.5	-0.5	1.39673e-93	0.5	-0.5	2.31273e-94
0.5	-0.48	1.48071e-90	0.5	-0.48	2.43106e-91
0.5	-0.46	1.16673e-87	0.5	-0.46	1.91278e-88
0.5	-0.44	6.8118e-85	0.5	-0.44	1.12322e-85
0.5	-0.42	2.93906e-82	0.5	-0.42	4.91056e-83
0.5	-0.4	9.35146e-80	0.5	-0.4	1.59499e-80
0.5	-0.38	2.19034e-77	0.5	-0.38	3.84211e-78
0.5	-0.36	3.77125e-75	0.5	-0.36	6.85332e-76
0.5	-0.34	4.76751e-73	0.5	-0.34	9.03958e-74
0.5	-0.32	4.42087e-71	0.5	-0.32	8.80551e-72
0.5	-0.3	3.00445e-69	0.5	-0.3	6.32675e-70
0.5	-0.28	1.49532e-67	0.5	-0.28	3.3488e-68
0.5	-0.26	5.4464e-66	0.5	-0.26	1.30417e-66
0.5	-0.24	1.45074e-64	0.5	-0.24	3.73212e-65
0.5	-0.22	2.82411e-63	0.5	-0.22	7.83748e-64
0.5	-0.2	4.01505e-62	0.5	-0.2	1.20619e-62
0.5	-0.18	4.16612e-61	0.5	-0.18	1.35861e-61
0.5	-0.16	3.15302e-60	0.5	-0.16	1.11853e-60
0.5	-0.14	1.73948e-59	0.5	-0.14	6.72281e-60
0.5	-0.12	6.99167e-59	0.5	-0.12	2.94658e-59
0.5	-0.1	2.04653e-58	0.5	-0.1	9.40875e-59
0.5	-0.08	4.36098e-58	0.5	-0.08	2.187e-58
0.5	-0.06	6.76375e-58	0.5	-0.06	3.69839e-58
0.5	-0.04	7.6347e-58	0.5	-0.04	4.54839e-58
0.5	-0.02	6.27227e-58	0.5	-0.02	4.06742e-58
0.5	0	3.75124e-58	0.5	0	2.64499e-58
0.5	0.02	1.63378e-58	0.5	0.02	1.25111e-58
0.5	0.04	5.18428e-59	0.5	0.04	4.30664e-59
0.5	0.06	1.1993e-59	0.5	0.06	1.07955e-59
0.5	0.08	2.0241e-60	0.5	0.08	1.97225e-60
0.5	0.1	2.49435e-61	0.5	0.1	2.6285e-61
0.5	0.12	2.24654e-62	0.5	0.12	2.55823e-62
0.5	0.14	1.48028e-63	0.5	0.14	1.82035e-63
0.5	0.16	7.14372e-65	0.5	0.16	9.4815e-65
0.5	0.18	2.52796e-66	0.5	0.18	3.61955e-66
0.5	0.2	6.56785e-68	0.5	0.2	1.01403e-67
0.5	0.22	1.25448e-69	0.5	0.22	2.08762e-69
0.5	0.24	1.76404e-71	0.5	0.24	3.16269e-71
0.5	0.26	1.82896e-73	0.5	0.26	3.5309e-73
0.5	0.28	1.4004e-75	0.5	0.28	2.90931e-75
0.5	0.3	7.93203e-78	0.5	0.3	1.77196e-77
0.5	0.32	3.32965e-80	0.5	0.32	7.99103e-80
0.5	0.34	1.03787e-82	0.5	0.34	2.67312e-82
0.5	0.36	2.4073e-85	0.5	0.36	6.64579e-85
0.5	0.38	4.16443e-88	0.5	0.38	1.23057e-87
0.5	0.4	5.38634e-91	0.5	0.4	1.70102e-90
0.5	0.42	5.22304e-94	0.5	0.42	1.75979e-93
0.5	0.44	3.80834e-97	0.5	0.44	1.36643e-96
0.5	0.46	2.09484e-100	0.5	0.46	7.98798e-100
0.5	0.48	8.72435e-104	0.5	0.48	3.52782e-103
0.5	0.5	2.76191e-107	0.5	0.5	1.18154e-106
	
0.52	-0.5	4.38251e-87	0.52	-0.5	8.01685e-88
0.52	-0.48	4.01158e-84	0.52	-0.48	7.2894e-85
0.52	-0.46	2.75182e-81	0.52	-0.46	4.99905e-82
0.52	-0.44	1.41006e-78	0.52	-0.44	2.57794e-79
0.52	-0.42	5.3824e-76	0.52	-0.42	9.9702e-77
0.52	-0.4	1.52693e-73	0.52	-0.4	2.88526e-74
0.52	-0.38	3.21299e-71	0.52	-0.38	6.23518e-72
0.52	-0.36	5.00645e-69	0.52	-0.36	1.00444e-69
0.52	-0.34	5.76856e-67	0.52	-0.34	1.20426e-67
0.52	-0.32	4.90909e-65	0.52	-0.32	1.07299e-65
0.52	-0.3	3.08228e-63	0.52	-0.3	7.09482e-64
0.52	-0.28	1.42652e-61	0.52	-0.28	3.47675e-62
0.52	-0.26	4.86231e-60	0.52	-0.26	1.261e-60
0.52	-0.24	1.21962e-58	0.52	-0.24	3.3806e-59
0.52	-0.22	2.24953e-57	0.52	-0.22	6.69021e-58
0.52	-0.2	3.04886e-56	0.52	-0.2	9.76102e-57
0.52	-0.18	3.03436e-55	0.52	-0.18	1.04861e-55
0.52	-0.16	2.21619e-54	0.52	-0.16	8.28469e-55
0.52	-0.14	1.18717e-53	0.52	-0.14	4.80838e-54
0.52	-0.12	4.66196e-53	0.52	-0.12	2.04807e-53
0.52	-0.1	1.34152e-52	0.52	-0.1	6.39645e-53
0.52	-0.08	2.82792e-52	0.52	-0.08	1.46377e-52
0.52	-0.06	4.36613e-52	0.52	-0.06	2.4531e-52
0.52	-0.04	4.93696e-52	0.52	-0.04	3.00965e-52
0.52	-0.02	4.0887e-52	0.52	-0.02	2.70281e-52
0.52	0	2.48061e-52	0.52	0	1.77678e-52
0.52	0.02	1.10288e-52	0.52	0.02	8.55216e-53
0.52	0.04	3.59492e-53	0.52	0.04	3.01528e-53
0.52	0.06	8.59606e-54	0.52	0.06	7.79192e-54
0.52	0.08	1.50891e-54	0.52	0.08	1.47689e-54
0.52	0.1	1.94594e-55	0.52	0.1	2.05503e-55
0.52	0.12	1.84542e-56	0.52	0.12	2.10126e-56
0.52	0.14	1.28824e-57	0.52	0.14	1.58053e-57
0.52	0.16	6.62688e-59	0.52	0.16	8.75572e-59
0.52	0.18	2.51503e-60	0.52	0.18	3.57667e-60
0.52	0.2	7.05101e-62	0.52	0.2	1.07876e-61
0.52	0.22	1.46225e-63	0.52	0.22	2.40557e-63
0.52	0.24	2.24638e-65	0.52	0.24	3.97166e-65
0.52	0.26	2.56039e-67	0.52	0.26	4.86216e-67
0.52	0.28	2.16876e-69	0.52	0.28	4.42048e-69
0.52	0.3	1.36761e-71	0.52	0.3	2.98959e-71
0.52	0.32	6.43259e-74	0.52	0.32	1.50669e-73
0.52	0.34	2.26133e-76	0.52	0.34	5.66931e-76
0.52	0.36	5.95458e-79	0.52	0.36	1.59596e-78
0.52	0.38	1.17727e-81	0.52	0.38	3.36876e-81
0.52	0.4	1.75211e-84	0.52	0.4	5.34474e-84
0.52	0.42	1.96844e-87	0.52	0.42	6.39067e-87
