# Average: -2.3622e+01
     0   7.3758e+01   1.0000e+00   1.0000e+00
     1   3.3888e+01   4.5944e-01   1.4594e+00
     2   1.3945e+01   1.8906e-01   1.6485e+00
     3   5.5033e+00   7.4612e-02   1.7231e+00
     4   2.2330e+00   3.0274e-02   1.7534e+00
     5   9.3031e-01   1.2613e-02   1.7660e+00
     6   3.7904e-01   5.1390e-03   1.7711e+00
     7   2.7280e-01   3.6985e-03   1.7748e+00
     8   2.4697e-01   3.3483e-03   1.7782e+00
     9   1.3558e-01   1.8382e-03   1.7800e+00
    10   9.3698e-03   1.2703e-04   1.7801e+00
    11  -5.5570e-02  -7.5341e-04   1.7794e+00
    12   1.8950e-02   2.5692e-04   1.7797e+00
    13  -3.8039e-02  -5.1572e-04   1.7791e+00
    14  -3.8154e-02  -5.1729e-04   1.7786e+00
    15  -1.5172e-03  -2.0571e-05   1.7786e+00
    16   2.3596e-03   3.1991e-05   1.7786e+00
    17   1.0487e-01   1.4218e-03   1.7801e+00
    18   1.1287e-01   1.5303e-03   1.7816e+00
    19   1.0930e-01   1.4818e-03   1.7831e+00
    20   8.9012e-02   1.2068e-03   1.7843e+00
    21   3.1990e-02   4.3372e-04   1.7847e+00
    22  -4.0611e-02  -5.5060e-04   1.7842e+00
    23  -5.4674e-02  -7.4126e-04   1.7834e+00
    24  -1.4507e-01  -1.9668e-03   1.7814e+00
    25  -2.0625e-01  -2.7962e-03   1.7787e+00
    26  -1.6421e-01  -2.2263e-03   1.7764e+00
    27  -1.5844e-01  -2.1481e-03   1.7743e+00
    28  -1.2244e-01  -1.6600e-03   1.7726e+00
    29  -1.5919e-01  -2.1583e-03   1.7705e+00
    30  -6.2382e-02  -8.4576e-04   1.7696e+00
    31   7.8146e-02   1.0595e-03   1.7707e+00
    32  -2.6555e-02  -3.6002e-04   1.7703e+00
    33   1.8564e-03   2.5169e-05   1.7703e+00
    34   1.0822e-01   1.4672e-03   1.7718e+00
    35   1.0636e-01   1.4420e-03   1.7732e+00
    36   5.0337e-02   6.8246e-04   1.7739e+00
    37  -7.3662e-02  -9.9869e-04   1.7729e+00
    38  -2.6483e-01  -3.5905e-03   1.7693e+00
    39  -2.2921e-01  -3.1076e-03   1.7662e+00
    40  -8.0989e-02  -1.0980e-03   1.7651e+00
    41  -1.1039e-01  -1.4967e-03   1.7636e+00
    42  -1.6294e-01  -2.2091e-03   1.7614e+00
    43  -4.8800e-02  -6.6162e-04   1.7608e+00
    44   3.5727e-02   4.8437e-04   1.7613e+00
    45   8.8753e-02   1.2033e-03   1.7625e+00
    46   6.6916e-02   9.0723e-04   1.7634e+00
    47   5.0121e-03   6.7953e-05   1.7634e+00
    48   5.3319e-02   7.2289e-04   1.7642e+00
    49  -6.0013e-02  -8.1365e-04   1.7633e+00
    50  -2.9097e-02  -3.9449e-04   1.7629e+00
    51   1.1970e-02   1.6229e-04   1.7631e+00
    52  -8.7722e-02  -1.1893e-03   1.7619e+00
    53  -1.0573e-01  -1.4335e-03   1.7605e+00
    54  -4.7255e-02  -6.4068e-04   1.7598e+00
    55  -2.0751e-02  -2.8134e-04   1.7596e+00
