# Average: -3.4808e-03
     0   1.8185e+02   1.0000e+00   1.0000e+00
     1   1.7019e+02   9.3587e-01   1.9359e+00
     2   1.5770e+02   8.6720e-01   2.8031e+00
     3   1.4491e+02   7.9683e-01   3.5999e+00
     4   1.3331e+02   7.3307e-01   4.3330e+00
     5   1.2253e+02   6.7376e-01   5.0067e+00
     6   1.1266e+02   6.1950e-01   5.6262e+00
     7   1.0362e+02   5.6982e-01   6.1961e+00
     8   9.5328e+01   5.2420e-01   6.7203e+00
     9   8.7647e+01   4.8196e-01   7.2022e+00
    10   8.0575e+01   4.4308e-01   7.6453e+00
    11   7.4041e+01   4.0715e-01   8.0524e+00
    12   6.8083e+01   3.7438e-01   8.4268e+00
    13   6.2598e+01   3.4422e-01   8.7710e+00
    14   5.7541e+01   3.1641e-01   9.0875e+00
    15   5.2896e+01   2.9087e-01   9.3783e+00
    16   4.8658e+01   2.6757e-01   9.6459e+00
    17   4.4769e+01   2.4618e-01   9.8921e+00
    18   4.1175e+01   2.2642e-01   1.0118e+01
    19   3.7878e+01   2.0829e-01   1.0327e+01
    20   3.4878e+01   1.9179e-01   1.0519e+01
    21   3.2104e+01   1.7654e-01   1.0695e+01
    22   2.9554e+01   1.6251e-01   1.0858e+01
    23   2.7172e+01   1.4941e-01   1.1007e+01
    24   2.4952e+01   1.3721e-01   1.1144e+01
    25   2.2913e+01   1.2599e-01   1.1270e+01
    26   2.1033e+01   1.1566e-01   1.1386e+01
    27   1.9306e+01   1.0616e-01   1.1492e+01
    28   1.7726e+01   9.7476e-02   1.1590e+01
    29   1.6296e+01   8.9608e-02   1.1679e+01
    30   1.4996e+01   8.2460e-02   1.1762e+01
    31   1.3778e+01   7.5765e-02   1.1837e+01
    32   1.2668e+01   6.9659e-02   1.1907e+01
    33   1.1600e+01   6.3786e-02   1.1971e+01
    34   1.0582e+01   5.8188e-02   1.2029e+01
    35   9.6451e+00   5.3038e-02   1.2082e+01
    36   8.8080e+00   4.8434e-02   1.2130e+01
    37   8.0304e+00   4.4158e-02   1.2175e+01
    38   7.3150e+00   4.0225e-02   1.2215e+01
    39   6.6470e+00   3.6551e-02   1.2251e+01
    40   6.0585e+00   3.3315e-02   1.2285e+01
    41   5.5349e+00   3.0436e-02   1.2315e+01
    42   5.0376e+00   2.7702e-02   1.2343e+01
    43   4.5644e+00   2.5099e-02   1.2368e+01
    44   4.1303e+00   2.2712e-02   1.2391e+01
    45   3.7179e+00   2.0444e-02   1.2411e+01
    46   3.3332e+00   1.8329e-02   1.2429e+01
    47   2.9940e+00   1.6464e-02   1.2446e+01
    48   2.7080e+00   1.4891e-02   1.2461e+01
    49   2.4047e+00   1.3223e-02   1.2474e+01
    50   2.1248e+00   1.1684e-02   1.2486e+01
    51   1.8279e+00   1.0052e-02   1.2496e+01
    52   1.5480e+00   8.5125e-03   1.2504e+01
    53   1.3052e+00   7.1771e-03   1.2511e+01
    54   1.0830e+00   5.9556e-03   1.2517e+01
    55   8.5669e-01   4.7109e-03   1.2522e+01
    56   7.0095e-01   3.8545e-03   1.2526e+01
    57   5.9757e-01   3.2860e-03   1.2529e+01
    58   5.2786e-01   2.9026e-03   1.2532e+01
    59   4.7042e-01   2.5868e-03   1.2535e+01
    60   4.0999e-01   2.2545e-03   1.2537e+01
    61   3.4197e-01   1.8805e-03   1.2539e+01
    62   3.0626e-01   1.6841e-03   1.2541e+01
    63   2.7372e-01   1.5052e-03   1.2542e+01
    64   2.6694e-01   1.4679e-03   1.2544e+01
    65   2.3930e-01   1.3159e-03   1.2545e+01
    66   2.2323e-01   1.2275e-03   1.2546e+01
    67   2.2009e-01   1.2103e-03   1.2547e+01
    68   2.1625e-01   1.1891e-03   1.2548e+01
    69   1.9670e-01   1.0816e-03   1.2550e+01
    70   1.6622e-01   9.1404e-04   1.2550e+01
    71   1.1442e-01   6.2919e-04   1.2551e+01
    72   1.0017e-01   5.5084e-04   1.2552e+01
    73   9.6488e-02   5.3058e-04   1.2552e+01
    74   6.4756e-02   3.5609e-04   1.2553e+01
    75   3.0540e-02   1.6794e-04   1.2553e+01
    76   2.7210e-02   1.4963e-04   1.2553e+01
    77   3.9627e-02   2.1791e-04   1.2553e+01
    78   4.4436e-02   2.4435e-04   1.2553e+01
    79   1.1019e-02   6.0593e-05   1.2553e+01
    80  -2.9117e-02  -1.6011e-04   1.2553e+01
    81  -9.3882e-02  -5.1625e-04   1.2553e+01
    82  -1.7382e-01  -9.5585e-04   1.2552e+01
    83  -2.4415e-01  -1.3425e-03   1.2550e+01
    84  -3.0329e-01  -1.6677e-03   1.2549e+01
    85  -3.4850e-01  -1.9164e-03   1.2547e+01
    86  -2.9552e-01  -1.6251e-03   1.2545e+01
    87  -2.1606e-01  -1.1881e-03   1.2544e+01
    88  -1.2418e-01  -6.8286e-04   1.2543e+01
    89  -4.4590e-02  -2.4520e-04   1.2543e+01
    90   4.9318e-02   2.7119e-04   1.2543e+01
    91   9.7763e-02   5.3759e-04   1.2544e+01
    92   1.7057e-01   9.3793e-04   1.2545e+01
    93   2.5113e-01   1.3809e-03   1.2546e+01
    94   3.3209e-01   1.8261e-03   1.2548e+01
